City,Date,Shape,State,Summary
Layton,1/29/17 21:00,Other,UT,The way the lights put a certain beam off was nothing I've seen before!!. I would be glad to draw a picture if possible.
Hurricane,1/29/17 20:15,Light,UT,"Two hovering red lights above Hurricane/LaVerkin, Utah; one slowly moved north and faded out and the other south fading out."
Powell,1/29/17 20:00,Sphere,TN,"Large orbs seen over toxic waste dump site in Powell, TN."
Bountiful,1/29/17 19:35,Light,UT,Bright light - minimal movement. Too high to be a helicopter. No known planes or stars in the area. ((NUFORC Note: Venus. PD))
Saint Petersburg,1/29/17 19:30,Sphere,FL,I was sitting on my porch smoking a cigarette when i saw a red orange ball of light moving eastward. The ball of light had no blinking
Walden,1/29/17 19:15,Formation,NY,many orange lights in the sky
Cohasset,1/29/17 19:00,Oval,MN,"Stationary, very bright light during clear, dark evening sky, northern Minnesota. ((NUFORC Note: Venus?? PD))"
Atlanta,1/29/17 18:47,Light,GA,Saw one bright white light while grilling dinner move from SW-NE possibly bright white. ((NUFORC Note: ISS. PD))
Merrimack,1/29/17 18:40,Light,NH,3 lights in sky near FAA control center for North East corrder USA
Clio,1/29/17 18:00,Light,AL,Me and a friend witnessed a ball of light moving intelligently before suddenly vanishing.
Phoenix,1/29/17 15:17,Sphere,AZ,"Was aluminating bright white, almost silver. The light appeared to pulsate. Eventually moving away in upward and south direction ."
Albuquerque,1/29/17 15:00,Other,NM,Starlike shimmering moved very slowly east by southeast very tiny hard to re-focus after losing sight this sighting was in the daytime.
Oceanside,1/29/17 14:10,Circle,CA,"Circular floating metalic ball over Oceanside, CA."
Studio City,1/29/17 10:34,Light,CA,Two erratic bright white lights seen in Southern California daytime sky
Auburn,1/29/17 03:30,Oval,WA,"It was oval/saucer-looking shape, and it blended in with the night sky what look like it had 3 orange street lights on the ship."
Tewksbury,1/29/17 03:00,Unknown,MA,A loud pulsating sound of low tone/pitch woke me up at approximately 3:00AM EST. The sound seemed to get closer and further away at ran
Tucson,1/28/17 23:54,Circle,AZ,Ball of light through sky
Trinity,1/28/17 23:30,Teardrop,NC,4 teardrop-shaped white lights in a row with smaller pulsating colored lights.
Greenville,1/28/17 23:30,Circle,NC,bright small red orb. disapearing and floating acts. very precisioned and accurate flying. not a drone. ((anonymous report))
Canberra (Australia),1/28/17 23:00,Flash,,"My daughter and I where observing the Pleiades star cluster last night at 23:00, when was a bright light appeared, brighten."
Grover,1/28/17 23:00,Disk,FL,Two eye shaped disks with 3 round lights seen between mountains driving South West on 85 near Grover NC
Boca Raton,1/28/17 22:30,Light,FL,Lights rise in groups of 3 or 4 from coastal horizon into sky
Conway,1/28/17 21:00,Light,SC,"Conway sc, bright star like light but not a star moving slowly through the sky!"
Sahuarita,1/28/17 20:50,Formation,AZ,"Formation of steady, orange lights east of Sahuarita AZ traveling SSW. Visible for appx. 6 minutes."
Chardon,1/28/17 20:29,Light,OH,Three lights spotted over rural area.
Chandler,1/28/17 20:20,Light,AZ,"3 Large Orange lights hover over Chandler, AZ."
Portland,1/28/17 19:00,,OR,PETER| MY COUSIN CALLED ME 1/28/17 SAID HE HAD BEEN WATCHING A STATIONARY BRIGHT OBJECT IN THE W SKY FOR >1 hr.. ((Venus))
Ft. Lauderdale,1/28/17 18:50,Fireball,FL,"We saw a total of 7 red/ orange lights. We were facing N, and they were coming from the NE towards the SW. ((anonymous report))"
Scottsdale,1/28/17 18:30,Triangle,AZ,Huge fire orange objects over Phoenix.
Londonderry/Hudson,1/28/17 18:30,Disk,NH,We left the house at 6:30 pm and immediately I saw in the sky a bright light that I have never seen before. ((NUFORC Note: Venus. PD)
Waunakee,1/28/17 17:15,Unknown,WI,Bright white light towards Madison. Slightly higher and left from nearby antenna.
Cumming,1/28/17 09:15,Rectangle,GA,"We just saw a very bright light, but it wasn't a plane or anything like that. It wasn't a star. ((NUFORC Note: Venus? PD))"
Porterville,1/28/17 05:00,Circle,CA,A large circular (perfectly round) object glowing amber moved slowly north and west and appeared to stop over Three Rivers CA or there
Reno,1/28/17 03:54,Unknown,NV,I had just left work and was driving on west on W. Fourth Street in Reno. I pulled into Taco Bell and I noticed these 3 red lights drif
Jenks,1/28/17 00:10,Circle,OK,"Very bright green singular orb pulsing illogically, making 90-degree turns and moving impossibly."
Mays Landing,1/27/17 22:45,Teardrop,NJ,Driving w/ my 12-year old son down dark road and both of us were startled by a chevron shaped yellowish light streaking down.
Ragley,1/27/17 22:00,Cross,LA,Cross Shaped object. ((anonymous report))
Elk City,1/27/17 22:00,Light,,Singular white light in western sky . West of Elk City. ((NUFORC Note: Venus. PD)) ((anonymous report))
Berkeley Heights,1/27/17 21:00,Changing,NJ,Single color spinning object high in the sky....over NE/NJ
Pennington,1/27/17 20:40,Flash,NJ,"The flashes were closer than a plane but were bright and kind of foggy like there were clouds in front of it, and two or three of them"
St. George,1/27/17 20:00,Formation,UT,I have seen these same lighta as https://youtu.be/loqTF3SWbCg seen dated 9/27/13. I have seen these same lights the past 3 nights near
Russellville,1/27/17 20:00,Light,AR,What seemed to be stars at first moved and fly away!
Spencer,1/27/17 19:38,Changing,OK,"Football shape lights arrayed over whole surface, rolled over lights coming from edge, looking west of our location in OK County"
Wendell,1/27/17 19:15,Light,NC,Bright light exiting atmosphere.
Farmington/New Durham,1/27/17 17:30,Circle,NH,Red ball of light.
Las Cruces,1/27/17 16:45,Formation,NM,"5 amberlights flickering in an L shaped formation. Later on 4 stationary objects in the sky, all the same."
Portland,1/27/17 13:15,Cylinder,OR,star/ white cylinder object seen by students at school.
Potomac,1/27/17 07:00,Light,MD,I see the reddish pink light acroos the sky underneath the dark clouds floating from Potomac Village toward the Poolesville direction.
Selma,1/27/17 02:45,Fireball,TX,I just seen a light in the sky while looking south. It looked like a star at first till I realized it was bigger and brighter than the
New York City (Brooklyn),1/27/17 01:30,Fireball,NY,Red light hovering and flashing.
Hillsborough,1/26/17 22:35,Other,NC,Star Wars UFO.
Encinitas,1/26/17 21:30,Fireball,CA,"Watching the air traffic off my porch in the dark of night, i suddenly saw a trail of 3 bright orange lights in a streamlined pattern m"
Georgetown,1/26/17 20:00,Flash,SC,"My husband and I were on the porch at our home in Georgetown, S.C. He saw bright lights dashing across the sky. I went outside and capt"
Georgetown,1/26/17 20:00,Circle,SC,"I live in Georgetown south Carolina. I went out on the porch to smoke around 8 p.m. I saw a cluster of lights in the sky, over to the w"
Hickory,1/26/17 20:00,Light,NC,"Obj seemed to be a unusually bright light, what I thought might be the north star, but 3 times as bright. ((NUFORC Note: Venus? PD))"
Phenix City,1/26/17 19:00,Unknown,AL,Large Bright Light - Alabama
Tampa (general area),1/26/17 19:00,Oval,FL,Oval shaped three light object. ((anonymous report))
Towson,1/26/17 18:54,Cigar,MD,"2 cigar shaped ufos hovered for about 10-15 minutes above horizon near forest, then immediately jetted directly vertical, into the sky."
Leesburg,1/26/17 18:50,Fireball,VA,"Two adult females traveling northbound on VA Route 621 witnessed a bright green spherical object, seemingly fire-based traveling rapidl"
Henrico,1/26/17 18:30,Chevron,VA,"""V"" shaped light pattern with five white & one green light, very large, flying very low, moved due West."
New York City (Brooklyn),1/26/17 18:00,Light,NY,More lights have appeared and are in formation over Brooklyn.
New York City (Brooklyn),1/26/17 18:00,Fireball,NY,"The lights were on top of Brooklyn. The lights would move up and down then form a line, then a half moon shape."
Kenner,1/26/17 18:00,Light,LA,Bright light in the sky with green and red lights next to it. rotating clockwise in one spot. ((anonymous report))
Leominster,1/26/17 16:30,Unknown,MA,Currently observing this object. Is in distance; can clearly see Venus to the upper L of this object. ((NUFORC Note: Venus? PD))
Atlanta,1/26/17 13:00,Light,GA,I went outside to walk my dog and looked up and saw a object with green and red flashing lights.It was hovering right above downtown an
Greensboro,1/26/17 12:40,Other,NC,"White discs converging into one and changing shapes, disappearing, then reappearing separated."
Hernando,1/25/17 22:45,Light,FL,"Was yellow orangeish, like a goldfish color. I was walking around 350 degrees north, the craft was moving to SE. ((anonymous report))"
Hernando,1/25/17 22:45,Light,FL,"There was only one UFO. It was yellow orange-ish, kind of like a goldfish color. I was walking around 350 degrees north, the craft was"
Liberty,1/25/17 22:15,Triangle,IN,"Triangular object seen by 2 men in Liberty, IN, with 2 red and 2 white lights and gun metal grey."
San Antonio,1/25/17 20:45,Light,TX,Green orb shot out of white light ((NUFORC Note: We suspect a sighting of Venus. PD))
Desert Hot Springs,1/25/17 20:00,Sphere,CA,Large bright orb in sky W of 62 and N of 10 above hillside Desert Hot Springs area. ((NUFORC Note: Venus?? PD))
Germantown,1/25/17 20:00,Rectangle,MD,A rectangle formed by six lights zoomed across the sky disappearing into the clouds. ((anonymous report))
Compton,1/25/17 19:25,Light,CA,Red lights as many as three moving rapidly leaving a sparkle reflection. ((anonymous report))
Lakehills,1/25/17 19:05,Formation,TX,Orange spheres appear near Medina Lake blinking on and off for several minutes AGAIN!
Yuma,1/25/17 19:00,Light,AZ,Venus lights.
San Diego,1/25/17 19:00,Circle,CA,"Circular, bright obj in the S sky; every 20 or 30 mins it would move further N, before disappearing. ((NUFORC Note: Venus?? PD))"
Greensboro,1/25/17 18:30,Formation,NC,"Triangle of lights in odd, very spread out formation"
Midlothian,1/25/17 18:00,Light,VA,"Stopped at traffic light, about 6PM, facing S saw a light fall quickly down from the sky E to W."
Sidney,1/25/17 17:45,Light,ME,"Intense orange light, stationary for many minutes then moved up and was gone."
Belfast,1/25/17 16:45,Light,ME,Headed W on Rte 3 when I noticed an extremely bright light traveling-hovering ahead of my car. ((NUFORC Note: Venus? PD))
Newport,1/25/17 03:00,Circle,TX,"Large bright white star, 8+ orbs and one large plane/shuttle that we have never seen before."
Minneapolis/Bryn Mawr/ Theodore Wirth Golf Course area,1/24/17 18:30,Flash,MN,1-2 Second Green Flash in sky near Theodore Wirth Golf Course.
Jacksonville,1/24/17 06:00,Light,AR,"Bright, circular light in the sky unmoving. ((NUFORC Note: We suspect a celestial body. PD)) ((anonymous report)"
Steelville,1/23/17 20:30,Light,MO,"Initial sighting above grocery store parking, at first thought it was helicopter but heard no sound. Got in truck and followed it."
North Myrtle Beach,1/23/17 19:30,Formation,SC,Looking out over the ocean about a third of the way above the ocean 4 bright white lights side by side.
Los Lunas,1/23/17 19:00,Light,NM,"Lights south of Los Lunas, New Mexico."
Hays,1/23/17 19:00,Unknown,KS,"Fast moving, shapeless, opaque object w 3-4 dim lights."
Lacey,1/23/17 18:00,Circle,WA,"Bright reddish pulsing light, that floats around in the sky erratically. ((NUFORC Note: Possibly a sighting of Venus?? PD))"
Northglenn,1/23/17 06:55,Rectangle,CO,"As I was walking to the bus stop, looking around and enjoying my morning walk, I looked up into the sky and noticed this...black uprigh"
Seattle,1/23/17 06:43,Sphere,WA,I have looked at this site for years and have never seen anything like this before.
Los Angeles,1/23/17 03:00,Disk,CA,Copper-colored metallic disc sighted over downtown Los Angeles
Hillsboro,1/23/17 02:45,Flash,OR,"Bright flickering light in the sky standing still and them moved and then stood still, then dissapeared"
Winnipeg (Canada),1/23/17 01:00,Unknown,MB,"ISS live feed. Around 01:00 - 02:00? Saw a opaque tubular(?)object on left side and a bank of metal on the right.

I have the feed p"
Salinas,1/23/17 00:12,Light,CA,Saw a bright red light moved low slowly left and right then disappeared the light never blinked it was south west of highway 1.
Yachats,1/23/17 00:04,Circle,OR,"I had a very unusual sighting. Time line was 12:04, technically Monday, since it was after midnight."
Gila,1/23/17 00:00,Sphere,NM,Zigzagging light travelling haphazardly in the night sky. ((NUFORC Note: Star or planet?? PD))
San Antonio,1/22/17 19:25,Cigar,FL,Strange object immerges from dark portal and streaks across sky ahead of oncoming storm and disappears into another dark portal.
Rosamond,1/22/17 19:00,Circle,CA,Extremely bright light hovering around. ((NUFORC Note: Venus?? PD))((anonymous report))
Cinnaminson,1/22/17 02:44,Chevron,NJ,"Chevron shaped UFO, hovering over trees, lightning flash disappears then reappeared in different forms"
Roswell,1/21/17 20:30,Light,NM,"Large, bright unidentified light in the western night sky over Roswell, NM. ((NUFORC Note: Venus. PD))"
Gilbert,1/21/17 20:30,Light,AZ,I went for ice cream with my son who is 12. We were in the car heading back home about 1 minute away from the house. I was facing w at
Senoia,1/21/17 20:00,Light,GA,"Bright light low in western sky, stationary and shimmering for 20+ minutes. ((NUFORC Note: We suspect Venus. PD))"
Holland,1/21/17 19:00,Circle,OH,Bright light like a star. Too close to be astar with blinking red lights. Just hovering.
Saint Augustine,1/21/17 18:58,Light,FL,I went to get my mail from my mail box at around 6:50 PM and then I saw a dense light on the sky.
Woodbridge,1/21/17 18:40,Oval,VA,"I was driving through Woodbridge, VA, south-bound on I-95 when I saw the green globe that lasted just short of two minutes."
Holly Hill,1/21/17 18:40,Sphere,FL,"While my wife and I were sitting in our screen room around 18:40 tonight, I looked out to the north west and saw some lights (orbs?) mo"
Tulsa,1/21/17 05:00,Unknown,OK,Large almost stationary distant object with white and blinking red lights
Plantation,1/21/17 04:00,Unknown,FL,((anonymous report)) Appears to be 3 unmoving objects with multi-colored flashing lights high up over S FL. ((NUFORC Note: Star??))
